objectid,title,subject,description,creator,searchau,full-text link,publisher,location,date,contributor,rights statements,relation,format,language,type,identifier,object_location,image_small,image_thumb,note
vjwp_37,A.S. Lyon's 1823 Diary,Great Britain; Jews--Great Britain--Social life and customs; Jews--Social life and customs,Diary of A.S. Lyon. ,A.S. Lyon,A.S. Lyon,,,,,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,,,vjwp_37,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,
vjwp_38,A.S. Lyon's 1826-1839 Diary,Great Britain; Jews--Great Britain--Social life and customs; Jews--Social life and customs,Diary of A.S. Lyon. ,A.S. Lyon,A.S. Lyon,,,,,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,,,vjwp_38,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,
vjwp_39,"Fiction without Romance, or, the Locket-Watch",Fiction,Fiction.,Maria Polack,Maria Polack,,London: Effingham Wilson,London,1830,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_39,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_39.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_39_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_39_th.jpg,OCLC unique identifier: 504376940
vjwp_4,"The Tears of a Grateful People, a Hebrew Dirge & Hymn, Chaunted in the Great Synagogue, St. James's Place, Aldgate, On the Day of the Funeral of King George III...Translated into English Verse, by a Friend",Great Britain--History--18th century; Judaism--Liturgy--History,A kinah (dirge) on the death of King George III.,Hyman Hurwitz,Hyman Hurwitz,"<a href=""https://babel.hathitrust.org/cgi/pt?id=iau.31858005763572&amp;view=1up&amp;seq=1&amp;skin=2021"">https://babel.hathitrust.org/cgi/pt?id=iau.31858005763572&amp;view=1up&amp;seq=1&amp;skin=2021</a>",London: H. Barnett,London,1820,Samuel Taylor Coleridge,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English;Hebrew,book,vjwp_4,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_4.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_4_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_4_th.jpg,
vjwp_40,The Etymology and Syntax of the Hebrew Language ,Hebrew language--Grammar; Hebrew language--Etymology,Textbook on Hebrew etymology and grammar.,Hyman Hurwitz,Hyman Hurwitz,,London: Taylor and Walton,London,1835,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_40,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_40.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_40_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_40_th.jpg,
vjwp_42,An Essay on the Manners and Genius of the Literary Character,English--literature--History and criticism,Short book exploring the genius and personalities of literary types.,Isaac D'Israeli,Isaac D'Israeli,,London: T. Cadell,London,1795,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_42,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_42.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_42_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_42_th.jpg,OCLC unique identifier: 1361166677
vjwp_43,"Miscellanies; or, Literary Recreations",English--literature--History and criticism,Miscellaneous essays on literature.,Isaac D'Israeli,Isaac D'Israeli,,London: T. Cadell and W. Davies,London,1796,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_43,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_43.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_43_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_43_th.jpg,OCLC unique identifier: 186520008
vjwp_44,"Romances: To Which Is Now Added, A Modern Romance",Literature--poetry,History and theory of romance literature. Includes Mejnoun and Leila.,Isaac D'Israeli,Isaac D'Israeli,,Philadelphia: Tesson & Lee for Bradford,Philadelphia,1803,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_44,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_44.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_44_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_44_th.jpg,OCLC unique identifier: 244151243
vjwp_45,Literary Miscellanies,Literature--anecdotes,Literary history and criticism. The 1801 edition includes Dissertation on Anecdotes.,Isaac D'Israeli,Isaac D'Israeli,,London: Murray and Highley,London,1801,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_45,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_45.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_45_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_45_th.jpg,LCCN: 11017284
vjwp_46,Narrative Poems,Literature--poetry,Poems.,Isaac D'Israeli,Isaac D'Israeli,,Philadelphia: Thomas and George Palmer for Conrad and Co.,Philadelphia,1803,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,English,book,vjwp_46,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,OCLC unique identifier: 225744775
vjwp_47,Explanation of and Observations on an Antique Medal,Jewish medals,An explanation of an antique medal owned by S. Lyon.,Solomon Lyon,Solomon Lyon,,London: Calvert,London,1810,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,,,vjwp_47,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,OCLC unique identifier: 265545024
vjwp_48,Miscellaneous Poems,Literature--poetry,Book of poems. Dedicated to the Princess of Wales.,Emma Henry Lyon,Emma Henry Lyon,,Printed for the author,Oxford,1812,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,,,vjwp_48,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,OCLC unique identifier: 15926413
vjwp_49,Calamities of Authors,English--literature--History and criticism ,Literary history and the moral life of famous authors.,Isaac D'Israeli,Isaac D'Israeli,,London: John Murray,London,1812,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_49,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_49.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_49_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_49_th.jpg,OCLC unique identifier: 557920517
vjwp_5,"An Introductory Lecture Delivered in the University of London on Tuesday, November 11, 1828",Judaism--Hebrew,"Hurwitz's inaugural lecture at the University College, London.",Hyman Hurwitz,Hyman Hurwitz,"<a href=""https://babel.hathitrust.org/cgi/pt?id=njp.32101071973687&amp;view=1up&amp;seq=3&amp;skin=2021"">https://babel.hathitrust.org/cgi/pt?id=njp.32101071973687&amp;view=1up&amp;seq=3&amp;skin=2021%22</a>","London: Printed for John Taylor, University Publisher",London,1828,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_5,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_5.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_5_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_5_th.jpg,
vjwp_6,"Hebrew Tales: Selected and Translated from the Writings of the Ancient Hebrew Sages, to which is Prefixed an Essay on the Uninspired Literature of the Hebrews",Jewish legends,Translations of Talmudic stories. ,Hyman Hurwitz,Hyman Hurwitz,,London: Morrison and Watt,London,1826,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_6,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_6.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_6_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_6_th.jpg,
vjwp_8,"The Holy Bible, in Hebrew, Conformable to the Accurate Text of Everardo van der Hooght, Printed at Amsterdam, in 1705, and the Musical Accents after the Manner of Pramselo, with the English Translation on the Opposite Page; to which is Added, the Notes, Explanatory, Practical, Critical, and Grammatical of the Late David Levy [sic], Carefully Corrected and Revised","Bible. Old Testament--Versions, Jewish",Translation of the Torah; first translation of the Torah into English by a Jew,David Levi,David Levi,"<a href=""https://babel.hathitrust.org/cgi/pt?id=uc1.aa0003777257&amp;view=1up&amp;seq=268&amp;skin=2021"">https://babel.hathitrust.org/cgi/pt?id=uc1.aa0003777257&amp;view=1up&amp;seq=268&amp;skin=2021%22</a>",London: L. Alexander,London,1822,L. Alexander,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,Hebrew;English,book,vjwp_8,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_8.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_8_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_8_th.jpg,
vjwp_9,"A Defence of the Old Testament: in a Series of Letters, Addressed to Thomas Paine",Judaism--Apologetic works,Collection of letters to Thomas Paine disputing Enlightenment-era attitudes toward Judaism and Jewish texts.,David Levi,David Levi,"<a href=""https://babel.hathitrust.org/cgi/pt?id=njp.32101042541910&amp;view=1up&amp;seq=7&amp;skin=2021"">https://babel.hathitrust.org/cgi/pt?id=njp.32101042541910&amp;view=1up&amp;seq=7&amp;skin=2021</a>",London: Paternoster Row,London,1797,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_9,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_9.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_9_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_9_th.jpg,
vjwp_57,The Jew,English--drama,Comedy portraying Jewish moneylender as the play's hero. ,Richard Cumberland,Richard Cumberland,"<a href=""https://www.google.com/books/edition/The_Jew_a_comedy_etc/HtlZAAAAcAAJ?hl=en"">https://www.google.com/books/edition/The_Jew_a_comedy_etc/HtlZAAAAcAAJ?hl=en</a>",London,,1794,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_57,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_57.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_57_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_57_th.jpg,
vjwp_58,St. Leon,English--literature; Aristocracy--Social class; France--Fiction,"Novel centered around French aristocrat Count Reginald de St. Leon, who loses his wealth gambling and is driven to madness.",William Godwin,William Godwin,,London: C.C. and J. Robinson,London,1799,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_58,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_58.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_58_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_58_th.jpg,
vjwp_59,"Zofloya; or, The Moor",Gothic novels; Horrow fiction,"Gothic novel focusing on lust, betrayal, and multiple murders set in Venice in the last days of the fifteenth century.","<a href=""/charlotte-dacre.html"">Charlotte Dacre</a>",Charlotte Dacre,"<a href=""https://books.google.com/books?id=16ZBAQAAMAAJ&newbks=1&newbks_redir=0&source=gbs_navlinks_s"">https://books.google.com/books?id=16ZBAQAAMAAJ&newbks=1&newbks_redir=0&source=gbs_navlinks_s</a>","London: Longman, Hurst, Rees, and Orme",London,1806,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Volume 1 of 3. <br> Volume 2: <a href=""http://victorianjewishwritersproject.org/items/vjwp_127.html"">http://victorianjewishwritersproject.org/items/vjwp_127.html</a> <br> Volume 3: <a href=""http://victorianjewishwritersproject.org/items/vjwp_128.html"">http://victorianjewishwritersproject.org/items/vjwp_128.html</a>",pdf,English,book,vjwp_59,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_59.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_59_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_59_th.jpg,
vjwp_60,"Letter to Mr. Frey, of the Soi-Distant Jews-Chapel, Spitalfields; Occasioned by the Question Now in Debate at the London Forum, Cateaton-Street",English--history; Missions to Jews; London Society for Promoting Christianity Amongst the Jews,Anglo-Jewish pamphlet discussing conversionism. ,Daughter of Israel,Daughter of Israel,,London,London,1810,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,,,vjwp_60,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,OCLC unique identifier: 21994820
vjwp_61,"""Song for the Wandering Jew""",Literature--poetry,"Poem about the ""Wandering Jew"" published in Wordsworth's 1815 volume of poetry.",William Wordsworth,William Wordsworth,,London,London,1815,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_61,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_61.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_61_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_61_th.jpg,
vjwp_62,Hebrew Melodies,Literature--poetry,Collection of poems on Jewish and Hebrew biblical themes.,Lord Byron,Lord Byron,"<a href=""https://books.googleusercontent.com/books/content?req=AKW5QacA4u3PxNx_wc5KR6P9oYzP6BFZYRgne_5JLOP5VlyyV_BfUDNxzV_2l-B45mgmk2Hh3lcLYy4EiVO_6pFiGWkx-4_Nf31ID5MUzBK35dFjjrWqbB83Y3_DSlgVgVsjKFyEFBk9kTpvWiBG_lFBIefupsa1XGpPPkVge2u5CteXtoPNhWGEBqmGK0cnoJOdIMF9xKdigK-P3sVl7iAbK4A6xY9H6jPQXRt2XKkIZpJBnwIey5D09_np_ILoLTfdR0Q73bzw"">https://books.googleusercontent.com/books/content?req=AKW5QacA4u3PxNx_wc5KR6P9oYzP6BFZYRgne_5JLOP5VlyyV_BfUDNxzV_2l-B45mgmk2Hh3lcLYy4EiVO_6pFiGWkx-4_Nf31ID5MUzBK35dFjjrWqbB83Y3_DSlgVgVsjKFyEFBk9kTpvWiBG_lFBIefupsa1XGpPPkVge2u5CteXtoPNhWGEBqmGK0cnoJOdIMF9xKdigK-P3sVl7iAbK4A6xY9H6jPQXRt2XKkIZpJBnwIey5D09_np_ILoLTfdR0Q73bzw</a>",London: John Murray,London,1815,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_62,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_62.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_62_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_62_th.jpg,
vjwp_63,"Harrington, a Tale and Ormond, a Tale in Three Volumes",Literature,Novel whose protagonist seeks to uncover and explore his views on Jews.,Maria Edgeworth,Maria Edgeworth,,London: R. Hunter,London,1817,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_63,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_63.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_63_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_63_th.jpg,LCCN: 2020657312
vjwp_64,Ivanhoe,"Knights and knighthood--Fiction; Jews--Great Britain--Fiction; Great Britain--History--Richard I, 1189-1199--Fiction",Historical novel set in medieval England.,Walter Scott,Walter Scott,,Edinburgh: Archibald Constable and Co.,Edinburgh,1820,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Volume 1 of 3. <br> Volume 2: <a href=""http://victorianjewishwritersproject.org/items/vjwp_92.html"">http://victorianjewishwritersproject.org/items/vjwp_92.html</a> <br> Volume 3: <a href=""http://victorianjewishwritersproject.org/items/vjwp_93.html"">http://victorianjewishwritersproject.org/items/vjwp_93.html</a>",pdf,English,book,vjwp_64,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_64.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_64_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_64_th.jpg,
vjwp_92,Ivanhoe,"Knights and knighthood--Fiction; Jews--Great Britain--Fiction; Great Britain--History--Richard I, 1189-1199--Fiction",Historical novel set in medieval England. Volume 2. ,Walter Scott,Walter Scott,,Edinburgh: Archibald Constable and Co.,Edinburgh,1820,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Volume 2 of 3. <br> Volume 1: <a href=""http://victorianjewishwritersproject.org/items/vjwp_64.html"">http://victorianjewishwritersproject.org/items/vjwp_64.html</a> <br> Volume 3: <a href=""http://victorianjewishwritersproject.org/items/vjwp_93.html"">http://victorianjewishwritersproject.org/items/vjwp_93.html</a>",pdf,English,book,vjwp_92,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_92.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_92_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_92_th.jpg,
vjwp_93,Ivanhoe,"Knights and knighthood--Fiction; Jews--Great Britain--Fiction; Great Britain--History--Richard I, 1189-1199--Fiction",Historical novel set in medieval England. Volume 3.,Walter Scott,Walter Scott,,Edinburgh: Archibald Constable and Co.,Edinburgh,1820,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Volume 3 of 3. <br> Volume 1: <a href=""http://victorianjewishwritersproject.org/items/vjwp_64.html"">http://victorianjewishwritersproject.org/items/vjwp_64.html</a> <br> Volume 2: <a href=""http://victorianjewishwritersproject.org/items/vjwp_92.html"">http://victorianjewishwritersproject.org/items/vjwp_92.html</a>",pdf,English,book,vjwp_93,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_93.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_93_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_93_th.jpg,
vjwp_65,The Emancipation of the Jews,Great Britain--politics; Jewish Emancipation,Article published in The Tatler in March 1831 arguing for the emancipation of the Jews.,William Hazlitt,William Hazlitt,,,London,1831,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Hazlitt, William ""Emancipation of the Jews"" The Tatler; Mar 28, 1831; no. 176. pp 701-702",pdf,English,essay,vjwp_65,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_65.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_65_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_65_th.jpg,
vjwp_66,Civil Disabilities of the Jews,Great Britain--politics; Jewish Emancipation,Essay advocating for granting civil rights to Britain's Jews.,Thomas B. Macaulay,Thomas B. Macaulay,"<a href=""https://victorianweb.org/authors/macaulay/jews.html"">https://victorianweb.org/authors/macaulay/jews.html</a>",,Edinburgh,1831,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Thomas B. Macaulay. ""Statement of the Civil Disabilities and Privations affecting Jews in England."" The Edinburgh Review, 1802-1929; Jan 1831; vol. 52. no. 104. pp 363-374.",pdf,English,essay,vjwp_66,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_66.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_66_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_66_th.jpg,
vjwp_67,Works,English--literature--Jewish authors; English--literature--poetry; Judaism--Apologetic works,Collected works in 8 volumes.,"<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,,London: Groombridge and Sons,London,1869,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,English,book,vjwp_67,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,OCLC unique identifier: 810988899
vjwp_68,"""Communings with Nature, No. VII, Address to the Ocean",Nature--Poetry; English--literature--Jewish authors,"A poem about the sublime beauty of the ocean. Published in <em>The Occident and American Jewish Advocate</em>, Volume 5, Issue 7. ","<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,"<a href=""https://www.nli.org.il/en/newspapers/?a=d&d=occ18471001-01.1.13&e=-------en-20--1--img-txIN%7ctxTI--------------1"">https://www.nli.org.il/en/newspapers/?a=d&d=occ18471001-01.1.13&e=-------en-20--1--img-txIN%7ctxTI--------------1</a>",Philadelphia: Occident and American Jewish Advocate (Periodical),Philadelphia,1847,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,poem,vjwp_68,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_68.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_68_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_68_th.jpg,
vjwp_69,The Days of Bruce: A Story of Scottish History,"Robert I, king of Scots, 1274-1329--Fiction; Scotland--History--Robert I, 1306-1329--Fiction",,"<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,,London: Groombridge and Sons,London,1852,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_69,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_69.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_69_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_69_th.jpg,OCLC unique identifier: 1398569889
vjwp_70,Essays and Miscellanies: Choice Cullings from the Manuscripts of Grace Aguilar,Judaism--Apologetic works,A collection of essay exploring and defending Judaism.,"<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,"<a href=""https://ia800501.us.archive.org/18/items/essaysmiscellani00agui/essaysmiscellani00agui.pdf"">https://ia800501.us.archive.org/18/items/essaysmiscellani00agui/essaysmiscellani00agui.pdf</a>",London: Late Carey and Hart,London,1853,"Sarah Aguilar, A. Hart",https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_70,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_70.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_70_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_70_th.jpg,
vjwp_71,"The Hebrew's Appeal, On Occasion of the Late Fearful Ukase Promulgated by the Emperor of Russia",Judaism--History; Literature--poetry,"A poetic appeal both to God and to England to intervene in the suffering of Jews in Russia. Published in <em>The Occident and American Jewish Advocate</em> Volume 2, Issue 6. ","<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,"<a href=""https://www.nli.org.il/en/newspapers/?a=d&d=occ18440901-01.1.28&e=-------en-20--1--img-txIN%7ctxTI--------------1"">https://www.nli.org.il/en/newspapers/?a=d&d=occ18440901-01.1.28&e=-------en-20--1--img-txIN%7ctxTI--------------1</a>",Philadelphia: Occident and American Jewish Advocate (Periodical),Philadelphia,1844,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,essay,vjwp_71,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_71.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_71_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_71_th.jpg,
vjwp_72,History of the Jews in England,Jews--Great Britain,Published in Chambers' Miscellany 18. 153.,"<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,,London: Chambers' Miscellany,London,1847,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,English,essay,vjwp_72,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,
vjwp_73,Home Influence: A Tale for Mothers and Daughters,Mothers and daughters--Fiction; Domestic fiction,,"<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,,London: R. Groombridge and Sons,London,1847,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"In two volumes. Click ""Download"" above to see Volume 1. Click <a href=""https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_73_2.pdf"">here</a> to see Volume 2. ",pdf,English,book,vjwp_73,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_73.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_73_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_73_th.jpg,LCCN: 04016488
vjwp_74,Home Scenes and Heart Studies,,,"<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,,London: R. Groombridge and Sons,London,1852,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,English,book,vjwp_74,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_74.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_74_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_74_th.jpg,
